sentence,label
nothing.. just looking for me a car. im haven no luck at all!,surprise
@xchikax I wish.,surprise
@rockcock cum and despair,sadness
Bridget Jones' Baby was bloody hilarious ?? #BridgetJonesBaby,joy
Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg,sadness
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,joy
@kingcharlesth i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger
"@pcsketch Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",love
@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,surprise
i have an assignment at my company to build a custom cms,joy
Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!,joy
@xoshayzers i knoww  things won't be the samee &lt;/3,fear
@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame,anger
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,anger
"Chris Pine, Zachary Quinto, and Leonard NImoy on SNL tonight was quite possibly the most fun I've had geeking out in a long time.",love
@Zanna85 i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,love
Is ending the day with another walk nice walk and then some gelato,love
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,fear
@shaundiviney :O:O:O:O:O:O:O You Like Sweeney Todd TOO!?!?!   (Y) Best Movie (Y),love
@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?,anger
I feel like I am drowning. #depression  #falure #worthless,fear
kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl,love
Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,love
"the waitress recognised me from last time i was in there moping, after my interview haha",sadness
"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness
@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ????????????,anger
"@glasgirl GAAAAAAASP I didn't know it will be the final one!!  Sad, I've been reading those books for years",fear
"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!",love
Forever angry that gh ruined Molly and morgan's bond/friendship #bitter,anger
"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --",joy
@SheBangz damn  lol....where u headed to?,fear
I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,anger
What a #lively #lovely #shower ?? ..,joy
the thought of you gets me through my day. the thought of your smile never fails at making me smile ??,joy
Job interview in the afternoon  #ek,fear
friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,surprise
that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,love
@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant,love
@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!,surprise
@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger
Kinda wished I watched mischievous kiss before playful kiss,joy
watching &quot;Knowing&quot; and lovin it,love
"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes.",joy
@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...,love
@mofranco sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),love
ok shopping was far too fun ~ unpacking the bags now,love
Accept the challenges so that you can feel the exhilaration of victory. #FocusX #motivation #motivationalquotes #quoteoftheday,joy
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,fear
"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha",fear
@iamchinky13 are u ignoring me  gah!,surprise
@Shonna_Ludi @_braaaat_ ?????????? resentment,anger
Henny and pine apples ??,sadness
"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",sadness
 applications for my dbs and still waiting. Been over a year now. Going to loose my job ???? @GOVUK  #thanks #unhappy #crb,sadness
I stumbled upon this site and really YESd the way they have done the navigation on the left hand site.,joy
I have this regex And i really need it in a vba version for words .find method (don't need the matching-groups),fear
Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright,love
"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear
and much much more. It's incredibly useful!,love
@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku,love
#blackish always has me #rollin #hilarious,joy
I never win raffles. But I won the raffle @ Dulce for the Culture Crawl! What did I win? A tie and a pocketsquare! No $700 handbag for me,love
@PirateTimmy hopefully it don't go that far  sometimes I feel like renouncing my roots,surprise
I sulk too much for my own good.,sadness
"I walked . miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay #nervous",fear
@missmeliss @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,fear
bali!! can wait for it,love
My future must be bright af.,joy
"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",anger
@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet,surprise
"Upcoming trip...Italy, France and Belgium...yeah.  Sadly, no Germany.  Surprisingly bummed about that.  Almost a tradition.",surprise
Sitting by myself. Everyone took the good seats.,surprise
@julwhite chirp chirp! :),joy
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was ,fear
The Blowout ended,love
@LADollz  buy yay for your shoot...hope it goes well!  What is it for?,love
All work and no play makes Jack a dull boy,sadness
"@Jenniferlai7 aww, me too. today has been good for me up until like 4?",surprise
"@girlsmadethis i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!",surprise
It's been a week of awful connectivity with @TMobile no service or only G is not what Im paying for. #unhappy #poorservice,sadness
is tired and cold and runny,surprise
"@CrystalJanee greaaat, do minee now pleaseeeeee",anger
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",sadness
Thorpe park fright night booked for me and @JakeTaylorr  st something different should be a laugh ??,fear
Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),joy
omg i didnt tweet all that much today.... *sadness*,joy
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens???.,joy
Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,fear
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness
One way ticket to the blues.,sadness
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness
@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,sadness
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",fear
"@roel247 Thank you good sir, it has been a surprisingly good afternoon, very productive",love
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. ,fear
"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",sadness
dam it keeps rainin on me,surprise
Nothing like home-made paranthas for breakfast,anger
"@mylittlepwnies \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists",fear
"So I went to a different grocery store, and they had no @DukesMayonnaise\nI had to buy Helmann's.\nLiterally shaking right now.",fear
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,fear
